Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,Formatted for charts
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Somerset County, Maryland",92,,92
2015,Employment Status By Education,NIL,Less than Highschool,"Somerset County, Maryland",1791,,"1,791.00"
2015,Employment Status By Education,NIL,Highschool,"Somerset County, Maryland",3050,,"3,050.00"
2015,Employment Status By Education,NIL,Some College,"Somerset County, Maryland",1212,,"1,212.00"
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Somerset County, Maryland",402,,402
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Somerset County, Maryland",7991,,"7,991.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Somerset County, Maryland",1078,,"1,078.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Somerset County, Maryland",7502,,"7,502.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Somerset County, Maryland",651,,651
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Somerset County, Maryland",489,,489
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Somerset County, Maryland",427,,427
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Somerset County, Maryland",7417,,"7,417.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Somerset County, Maryland",1153,,"1,153.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Somerset County, Maryland",6978,,"6,978.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Somerset County, Maryland",841,,841
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Somerset County, Maryland",439,,439
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Somerset County, Maryland",312,,312
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Somerset County, Maryland",3749,,"3,749.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Somerset County, Maryland",1100,,"1,100.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Somerset County, Maryland",3461,,"3,461.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Somerset County, Maryland",836,,836
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Somerset County, Maryland",288,,288
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Somerset County, Maryland",264,,264
2017,Median Household Income,,,"Somerset County, Maryland",39239,,"39,239.00"
2016,Median Household Income,,,"Somerset County, Maryland",35886,,"35,886.00"
2015,Median Household Income,,,"Somerset County, Maryland",35154,,"35,154.00"
2017,Total Population,,,"Somerset County, Maryland",25801,,"25,801.00"
2016,Total Population,,,"Somerset County, Maryland",25899,,"25,899.00"
2015,Total Population,,,"Somerset County, Maryland",25980,,"25,980.00"
2017,Unemployment By Gender,,Male,"Somerset County, Maryland",10.4,0.104,10.4
2017,Unemployment By Gender,,Female,"Somerset County, Maryland",10.8,0.108,10.8
2016,Unemployment By Gender,,Male,"Somerset County, Maryland",9.7,0.097,9.7
2016,Unemployment By Gender,,Female,"Somerset County, Maryland",7.3,0.073,7.3
2015,Unemployment By Gender,,Male,"Somerset County, Maryland",9.1,0.091,9.1
2015,Unemployment By Gender,,Female,"Somerset County, Maryland",7.2,0.072,7.2
2017,Unemployment By Race,,White,"Somerset County, Maryland",7.1,0.071,7.1
2017,Unemployment By Race,,Black,"Somerset County, Maryland",14.6,0.146,14.6
2017,Unemployment By Race,,Asian,"Somerset County, Maryland",6.7,0.067,6.7
2017,Unemployment By Race,,Hispanic,"Somerset County, Maryland",13.2,0.132,13.2
2016,Unemployment By Race,,White,"Somerset County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Somerset County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Somerset County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Somerset County, Maryland",,0,0
2015,Unemployment By Race,,White,"Somerset County, Maryland",7.1,0.071,7.1
2015,Unemployment By Race,,Black,"Somerset County, Maryland",10.1,0.101,10.1
2015,Unemployment By Race,,Asian,"Somerset County, Maryland",7.9,0.079,7.9
2015,Unemployment By Race,,Hispanic,"Somerset County, Maryland",4.2,0.042,4.2
2017,Unemployment By Veteran Status,,Veteran,"Somerset County, Maryland",2.8,0.028,2.8
2017,Unemployment By Veteran Status,,Non Veteran,"Somerset County, Maryland",10.6,0.106,10.6
2016,Unemployment By Veteran Status,,Veteran,"Somerset County, Maryland",8.1,0.081,8.1
2016,Unemployment By Veteran Status,,Non Veteran,"Somerset County, Maryland",8.5,0.085,8.5
2015,Unemployment By Veteran Status,,Veteran,"Somerset County, Maryland",9.3,0.093,9.3
2015,Unemployment By Veteran Status,,Non Veteran,"Somerset County, Maryland",8.3,0.083,8.3
,Change,,Total Population,"St. Mary's County, Maryland",304,,304
,Change,,Median Household Income,"St. Mary's County, Maryland",-302,,-302
2017,Employment Status By Disability Status,Employed,Disabled,"St. Mary's County, Maryland",4020,,"4,020.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"St. Mary's County, Maryland",47413,,"47,413.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"St. Mary's County, Maryland",218,,218
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"St. Mary's County, Maryland",1915,,"1,915.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"St. Mary's County, Maryland",4238,,"4,238.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"St. Mary's County, Maryland",49328,,"49,328.00"
2016,Employment Status By Disability Status,Employed,Disabled,"St. Mary's County, Maryland",3747,,"3,747.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"St. Mary's County, Maryland",47533,,"47,533.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"St. Mary's County, Maryland",249,,249
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"St. Mary's County, Maryland",1972,,"1,972.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"St. Mary's County, Maryland",3996,,"3,996.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"St. Mary's County, Maryland",49505,,"49,505.00"
2015,Employment Status By Disability Status,Employed,Disabled,"St. Mary's County, Maryland",3381,,"3,381.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"St. Mary's County, Maryland",47395,,"47,395.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"St. Mary's County, Maryland",184,,184
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"St. Mary's County, Maryland",2259,,"2,259.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"St. Mary's County, Maryland",3565,,"3,565.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"St. Mary's County, Maryland",49654,,"49,654.00"
2017,Employment Status By Education,Employed,Less than Highschool,"St. Mary's County, Maryland",3085,,"3,085.00"
2017,Employment Status By Education,Employed,Highschool,"St. Mary's County, Maryland",11997,,"11,997.00"
2017,Employment Status By Education,Employed,Some College,"St. Mary's County, Maryland",14197,,"14,197.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"St. Mary's County, Maryland",15919,,"15,919.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"St. Mary's County, Maryland",274,,274
2017,Employment Status By Education,Unemployed,Highschool,"St. Mary's County, Maryland",312,,312
2017,Employment Status By Education,Unemployed,Some College,"St. Mary's County, Maryland",409,,409
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"St. Mary's County, Maryland",351,,351
2017,Employment Status By Education,NIL,Less than Highschool,"St. Mary's County, Maryland",1622,,"1,622.00"
2017,Employment Status By Education,NIL,Highschool,"St. Mary's County, Maryland",4662,,"4,662.00"
2017,Employment Status By Education,NIL,Some College,"St. Mary's County, Maryland",3243,,"3,243.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"St. Mary's County, Maryland",2266,,"2,266.00"
2016,Employment Status By Education,Employed,Less than Highschool,"St. Mary's County, Maryland",2753,,"2,753.00"
2016,Employment Status By Education,Employed,Highschool,"St. Mary's County, Maryland",12179,,"12,179.00"
2016,Employment Status By Education,Employed,Some College,"St. Mary's County, Maryland",14788,,"14,788.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"St. Mary's County, Maryland",15363,,"15,363.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"St. Mary's County, Maryland",244,,244
2016,Employment Status By Education,Unemployed,Highschool,"St. Mary's County, Maryland",321,,321
2016,Employment Status By Education,Unemployed,Some College,"St. Mary's County, Maryland",349,,349
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"St. Mary's County, Maryland",333,,333
2016,Employment Status By Education,NIL,Less than Highschool,"St. Mary's County, Maryland",1802,,"1,802.00"
2016,Employment Status By Education,NIL,Highschool,"St. Mary's County, Maryland",4517,,"4,517.00"
2016,Employment Status By Education,NIL,Some College,"St. Mary's County, Maryland",3310,,"3,310.00"
2016,Employment Status By Education,NIL,Bachelor's or Higher,"St. Mary's County, Maryland",2053,,"2,053.00"
2015,Employment Status By Education,Employed,Less than Highschool,"St. Mary's County, Maryland",2339,,"2,339.00"
2015,Employment Status By Education,Employed,Highschool,"St. Mary's County, Maryland",12149,,"12,149.00"
2015,Employment Status By Education,Employed,Some College,"St. Mary's County, Maryland",14550,,"14,550.00"
2015,Employment Status By Education,Employed,Bachelor's or Higher,"St. Mary's County, Maryland",15561,,"15,561.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"St. Mary's County, Maryland",300,,300
2015,Employment Status By Education,Unemployed,Highschool,"St. Mary's County, Maryland",524,,524
2015,Employment Status By Education,Unemployed,Some College,"St. Mary's County, Maryland",349,,349
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"St. Mary's County, Maryland",302,,302
2015,Employment Status By Education,NIL,Less than Highschool,"St. Mary's County, Maryland",1606,,"1,606.00"
2015,Employment Status By Education,NIL,Highschool,"St. Mary's County, Maryland",4383,,"4,383.00"
2015,Employment Status By Education,NIL,Some College,"St. Mary's County, Maryland",3039,,"3,039.00"
2015,Employment Status By Education,NIL,Bachelor's or Higher,"St. Mary's County, Maryland",2203,,"2,203.00"
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"St. Mary's County, Maryland",53832,,"53,832.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"St. Mary's County, Maryland",2196,,"2,196.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"St. Mary's County, Maryland",52018,,"52,018.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"St. Mary's County, Maryland",1636,,"1,636.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"St. Mary's County, Maryland",1814,,"1,814.00"
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"St. Mary's County, Maryland",560,,560
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"St. Mary's County, Maryland",54094,,"54,094.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"St. Mary's County, Maryland",2135,,"2,135.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"St. Mary's County, Maryland",52173,,"52,173.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"St. Mary's County, Maryland",1578,,"1,578.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"St. Mary's County, Maryland",1921,,"1,921.00"
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"St. Mary's County, Maryland",557,,557
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"St. Mary's County, Maryland",29485,,"29,485.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"St. Mary's County, Maryland",2219,,"2,219.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"St. Mary's County, Maryland",28300,,"28,300.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"St. Mary's County, Maryland",1647,,"1,647.00"
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"St. Mary's County, Maryland",1185,,"1,185.00"
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"St. Mary's County, Maryland",572,,572
2017,Median Household Income,,,"St. Mary's County, Maryland",86508,,"86,508.00"
2016,Median Household Income,,,"St. Mary's County, Maryland",86810,,"86,810.00"
2015,Median Household Income,,,"St. Mary's County, Maryland",86987,,"86,987.00"
2017,Total Population,,,"St. Mary's County, Maryland",110979,,"110,979.00"
2016,Total Population,,,"St. Mary's County, Maryland",110675,,"110,675.00"
2015,Total Population,,,"St. Mary's County, Maryland",109614,,"109,614.00"
2017,Unemployment By Gender,,Male,"St. Mary's County, Maryland",3.1,0.031,3.1
2017,Unemployment By Gender,,Female,"St. Mary's County, Maryland",4.3,0.043,4.3
2016,Unemployment By Gender,,Male,"St. Mary's County, Maryland",3.5,0.035,3.5
2016,Unemployment By Gender,,Female,"St. Mary's County, Maryland",4.1,0.041,4.1
2015,Unemployment By Gender,,Male,"St. Mary's County, Maryland",3.9,0.039,3.9
2015,Unemployment By Gender,,Female,"St. Mary's County, Maryland",4.5,0.045,4.5
2017,Unemployment By Race,,White,"St. Mary's County, Maryland",4,0.04,4
2017,Unemployment By Race,,Black,"St. Mary's County, Maryland",5.1,0.051,5.1
2017,Unemployment By Race,,Asian,"St. Mary's County, Maryland",4.4,0.044,4.4
2017,Unemployment By Race,,Hispanic,"St. Mary's County, Maryland",2.8,0.028,2.8
2016,Unemployment By Race,,White,"St. Mary's County, Maryland",,0,0
2016,Unemployment By Race,,Black,"St. Mary's County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"St. Mary's County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"St. Mary's County, Maryland",,0,0
2015,Unemployment By Race,,White,"St. Mary's County, Maryland",4.2,0.042,4.2
2015,Unemployment By Race,,Black,"St. Mary's County, Maryland",7.6,0.076,7.6
2015,Unemployment By Race,,Asian,"St. Mary's County, Maryland",7.3,0.073,7.3
2015,Unemployment By Race,,Hispanic,"St. Mary's County, Maryland",3.9,0.039,3.9
2017,Unemployment By Veteran Status,,Veteran,"St. Mary's County, Maryland",2.2,0.022,2.2
2017,Unemployment By Veteran Status,,Non Veteran,"St. Mary's County, Maryland",4,0.04,4
2016,Unemployment By Veteran Status,,Veteran,"St. Mary's County, Maryland",2.3,0.023,2.3
2016,Unemployment By Veteran Status,,Non Veteran,"St. Mary's County, Maryland",4.1,0.041,4.1
2015,Unemployment By Veteran Status,,Veteran,"St. Mary's County, Maryland",3.2,0.032,3.2
2015,Unemployment By Veteran Status,,Non Veteran,"St. Mary's County, Maryland",4.6,0.046,4.6
,Change,,Total Population,"Talbot County, Maryland",-207,,-207
,Change,,Median Household Income,"Talbot County, Maryland",4200,,"4,200.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Talbot County, Maryland",699,,699
2017,Employment Status By Disability Status,Employed,Non Disabled,"Talbot County, Maryland",15094,,"15,094.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Talbot County, Maryland",152,,152
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Talbot County, Maryland",594,,594
2017,Employment Status By Disability Status,Labor Force,Disabled,"Talbot County, Maryland",851,,851
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Talbot County, Maryland",15688,,"15,688.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Talbot County, Maryland",805,,805
2016,Employment Status By Disability Status,Employed,Non Disabled,"Talbot County, Maryland",14699,,"14,699.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Talbot County, Maryland",125,,125
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Talbot County, Maryland",830,,830
2016,Employment Status By Disability Status,Labor Force,Disabled,"Talbot County, Maryland",930,,930
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Talbot County, Maryland",15529,,"15,529.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Talbot County, Maryland",773,,773
2015,Employment Status By Disability Status,Employed,Non Disabled,"Talbot County, Maryland",14869,,"14,869.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Talbot County, Maryland",101,,101
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Talbot County, Maryland",972,,972
2015,Employment Status By Disability Status,Labor Force,Disabled,"Talbot County, Maryland",874,,874
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Talbot County, Maryland",15841,,"15,841.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Talbot County, Maryland",1265,,"1,265.00"
2017,Employment Status By Education,Employed,Highschool,"Talbot County, Maryland",3598,,"3,598.00"
2017,Employment Status By Education,Employed,Some College,"Talbot County, Maryland",4283,,"4,283.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Talbot County, Maryland",4944,,"4,944.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Talbot County, Maryland",17,,17
2017,Employment Status By Education,Unemployed,Highschool,"Talbot County, Maryland",204,,204
2017,Employment Status By Education,Unemployed,Some College,"Talbot County, Maryland",132,,132
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Talbot County, Maryland",110,,110
2017,Employment Status By Education,NIL,Less than Highschool,"Talbot County, Maryland",653,,653
2017,Employment Status By Education,NIL,Highschool,"Talbot County, Maryland",1083,,"1,083.00"
2017,Employment Status By Education,NIL,Some College,"Talbot County, Maryland",615,,615
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Talbot County, Maryland",1065,,"1,065.00"
2016,Employment Status By Education,Employed,Less than Highschool,"Talbot County, Maryland",1225,,"1,225.00"
2016,Employment Status By Education,Employed,Highschool,"Talbot County, Maryland",3499,,"3,499.00"
2016,Employment Status By Education,Employed,Some College,"Talbot County, Maryland",4349,,"4,349.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Talbot County, Maryland",4748,,"4,748.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Talbot County, Maryland",42,,42
2016,Employment Status By Education,Unemployed,Highschool,"Talbot County, Maryland",208,,208
2016,Employment Status By Education,Unemployed,Some College,"Talbot County, Maryland",272,,272
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Talbot County, Maryland",112,,112
2016,Employment Status By Education,NIL,Less than Highschool,"Talbot County, Maryland",647,,647
2016,Employment Status By Education,NIL,Highschool,"Talbot County, Maryland",1223,,"1,223.00"
2016,Employment Status By Education,NIL,Some College,"Talbot County, Maryland",766,,766
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Talbot County, Maryland",1082,,"1,082.00"
2015,Employment Status By Education,Employed,Less than Highschool,"Talbot County, Maryland",1343,,"1,343.00"
2015,Employment Status By Education,Employed,Highschool,"Talbot County, Maryland",3640,,"3,640.00"
2015,Employment Status By Education,Employed,Some College,"Talbot County, Maryland",4321,,"4,321.00"
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Talbot County, Maryland",4688,,"4,688.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"Talbot County, Maryland",112,,112
2015,Employment Status By Education,Unemployed,Highschool,"Talbot County, Maryland",247,,247
2015,Employment Status By Education,Unemployed,Some College,"Talbot County, Maryland",255,,255
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Talbot County, Maryland",88,,88
2015,Employment Status By Education,NIL,Less than Highschool,"Talbot County, Maryland",659,,659
2015,Employment Status By Education,NIL,Highschool,"Talbot County, Maryland",1206,,"1,206.00"
2015,Employment Status By Education,NIL,Some College,"Talbot County, Maryland",863,,863
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Talbot County, Maryland",1018,,"1,018.00"
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Talbot County, Maryland",17406,,"17,406.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Talbot County, Maryland",1283,,"1,283.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Talbot County, Maryland",16803,,"16,803.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Talbot County, Maryland",1060,,"1,060.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Talbot County, Maryland",603,,603
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Talbot County, Maryland",223,,223
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Talbot County, Maryland",17285,,"17,285.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Talbot County, Maryland",1431,,"1,431.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Talbot County, Maryland",16362,,"16,362.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Talbot County, Maryland",1233,,"1,233.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Talbot County, Maryland",923,,923
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Talbot County, Maryland",198,,198
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Talbot County, Maryland",8810,,"8,810.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Talbot County, Maryland",1494,,"1,494.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Talbot County, Maryland",8250,,"8,250.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Talbot County, Maryland",1214,,"1,214.00"
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Talbot County, Maryland",560,,560
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Talbot County, Maryland",280,,280
2017,Median Household Income,,,"Talbot County, Maryland",65595,,"65,595.00"
2016,Median Household Income,,,"Talbot County, Maryland",61395,,"61,395.00"
2015,Median Household Income,,,"Talbot County, Maryland",58228,,"58,228.00"
2017,Total Population,,,"Talbot County, Maryland",37461,,"37,461.00"
2016,Total Population,,,"Talbot County, Maryland",37668,,"37,668.00"
2015,Total Population,,,"Talbot County, Maryland",37799,,"37,799.00"
2017,Unemployment By Gender,,Male,"Talbot County, Maryland",4.5,0.045,4.5
2017,Unemployment By Gender,,Female,"Talbot County, Maryland",3.1,0.031,3.1
2016,Unemployment By Gender,,Male,"Talbot County, Maryland",5.5,0.055,5.5
2016,Unemployment By Gender,,Female,"Talbot County, Maryland",4.8,0.048,4.8
2015,Unemployment By Gender,,Male,"Talbot County, Maryland",6.2,0.062,6.2
2015,Unemployment By Gender,,Female,"Talbot County, Maryland",5.5,0.055,5.5
2017,Unemployment By Race,,White,"Talbot County, Maryland",3.8,0.038,3.8
2017,Unemployment By Race,,Black,"Talbot County, Maryland",7.1,0.071,7.1
2017,Unemployment By Race,,Asian,"Talbot County, Maryland",2.4,0.024,2.4
2017,Unemployment By Race,,Hispanic,"Talbot County, Maryland",0.9,0.009,0.9
2016,Unemployment By Race,,White,"Talbot County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Talbot County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Talbot County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Talbot County, Maryland",,0,0
2015,Unemployment By Race,,White,"Talbot County, Maryland",6.1,0.061,6.1
2015,Unemployment By Race,,Black,"Talbot County, Maryland",8,0.08,8
2015,Unemployment By Race,,Asian,"Talbot County, Maryland",5.1,0.051,5.1
2015,Unemployment By Race,,Hispanic,"Talbot County, Maryland",6.4,0.064,6.4
2017,Unemployment By Veteran Status,,Veteran,"Talbot County, Maryland",1.8,0.018,1.8
2017,Unemployment By Veteran Status,,Non Veteran,"Talbot County, Maryland",4.5,0.045,4.5
2016,Unemployment By Veteran Status,,Veteran,"Talbot County, Maryland",4,0.04,4
2016,Unemployment By Veteran Status,,Non Veteran,"Talbot County, Maryland",5.8,0.058,5.8
2015,Unemployment By Veteran Status,,Veteran,"Talbot County, Maryland",3.4,0.034,3.4
2015,Unemployment By Veteran Status,,Non Veteran,"Talbot County, Maryland",6.4,0.064,6.4
,Change,,Total Population,"Washington County, Maryland",-25,,-25
,Change,,Median Household Income,"Washington County, Maryland",1944,,"1,944.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4799,,"4,799.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",57850,,"57,850.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",840,,840
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",3590,,"3,590.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Washington County, Maryland",5639,,"5,639.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",61440,,"61,440.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4614,,"4,614.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",58163,,"58,163.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",844,,844
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",4039,,"4,039.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Washington County, Maryland",5458,,"5,458.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",62202,,"62,202.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Washington County, Maryland",4551,,"4,551.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Washington County, Maryland",58543,,"58,543.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Washington County, Maryland",1035,,"1,035.00"
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Washington County, Maryland",4658,,"4,658.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Washington County, Maryland",5586,,"5,586.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Washington County, Maryland",63201,,"63,201.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3852,,"3,852.00"
2017,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",18564,,"18,564.00"
2017,Employment Status By Education,Employed,Some College,"Washington County, Maryland",17741,,"17,741.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",15095,,"15,095.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",372,,372
2017,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1420,,"1,420.00"
2017,Employment Status By Education,Unemployed,Some College,"Washington County, Maryland",982,,982
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",380,,380
2017,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4791,,"4,791.00"
2017,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7962,,"7,962.00"
2017,Employment Status By Education,NIL,Some College,"Washington County, Maryland",5962,,"5,962.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2589,,"2,589.00"
2016,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3723,,"3,723.00"
2016,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",19422,,"19,422.00"
2016,Employment Status By Education,Employed,Some College,"Washington County, Maryland",17977,,"17,977.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Washington County, Maryland",14343,,"14,343.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Washington County, Maryland",508,,508
2016,Employment Status By Education,Unemployed,Highschool,"Washington County, Maryland",1497,,"1,497.00"
2016,Employment Status By Education,Unemployed,Some College,"Washington County, Maryland",1168,,"1,168.00"
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Washington County, Maryland",397,,397
2016,Employment Status By Education,NIL,Less than Highschool,"Washington County, Maryland",4685,,"4,685.00"
2016,Employment Status By Education,NIL,Highschool,"Washington County, Maryland",7988,,"7,988.00"
2016,Employment Status By Education,NIL,Some College,"Washington County, Maryland",5793,,"5,793.00"
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Washington County, Maryland",2375,,"2,375.00"
2015,Employment Status By Education,Employed,Less than Highschool,"Washington County, Maryland",3653,,"3,653.00"
2015,Employment Status By Education,Employed,Highschool,"Washington County, Maryland",19757,,"19,757.00"
2015,Employment Status By Education,Employed,Some College,"Washington County, Maryland",18195,,"18,195.00"
